id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
6653,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6654,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6655,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6656,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6657,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6658,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6659,Kepler-1709 b,894,9.93 Earths,11.642,2021
6660,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6661,Kepler-170 c,2409,8.55 Earths,14.344,2014
6662,Kepler-1710 b,996,10.3 Earths,12.695,2021
6663,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6664,Kepler-1712 b,510,5.83 Earths,14.946,2021
6665,Kepler-1713 b,963,3.59 Earths,11.065,2021
6666,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6667,Kepler-1715 b,1705,16 Earths,12.881,2021
6668,Kepler-1716 b,638,6.46 Earths,13.129,2021
6669,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6670,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6671,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6672,Kepler-171 b,2818,6.08 Earths,15.101,2014
6673,Kepler-171 c,2818,7.08 Earths,15.101,2014
6674,Kepler-171 d,2818,4.23 Earths,15.101,2014
6675,Kepler-169 f,1326,7.18 Earths,14.424,2014
6676,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6677,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6678,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6679,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6680,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6681,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6682,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6683,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6684,Kepler-1709 b,894,9.93 Earths,11.642,2021
6685,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6686,Kepler-170 c,2409,8.55 Earths,14.344,2014
6687,Kepler-1710 b,996,10.3 Earths,12.695,2021
6688,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6689,Kepler-1712 b,510,5.83 Earths,14.946,2021
6690,Kepler-1713 b,963,3.59 Earths,11.065,2021
6691,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6692,Kepler-1715 b,1705,16 Earths,12.881,2021
6693,Kepler-1716 b,638,6.46 Earths,13.129,2021
6694,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6695,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6696,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6697,Kepler-171 b,2818,6.08 Earths,15.101,2014
6698,Kepler-171 c,2818,7.08 Earths,15.101,2014
6699,Kepler-171 d,2818,4.23 Earths,15.101,2014
6700,Kepler-169 f,1326,7.18 Earths,14.424,2014
6701,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6702,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6703,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6704,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6705,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6706,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6707,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6708,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6709,Kepler-1709 b,894,9.93 Earths,11.642,2021
6710,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6711,Kepler-170 c,2409,8.55 Earths,14.344,2014
6712,Kepler-1710 b,996,10.3 Earths,12.695,2021
6713,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6714,Kepler-1712 b,510,5.83 Earths,14.946,2021
6715,Kepler-1713 b,963,3.59 Earths,11.065,2021
6716,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6717,Kepler-1715 b,1705,16 Earths,12.881,2021
6718,Kepler-1716 b,638,6.46 Earths,13.129,2021
6719,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6720,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6721,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6722,Kepler-171 b,2818,6.08 Earths,15.101,2014
6723,Kepler-171 c,2818,7.08 Earths,15.101,2014
6724,Kepler-171 d,2818,4.23 Earths,15.101,2014
6725,Kepler-169 f,1326,7.18 Earths,14.424,2014
6726,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6727,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6728,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6729,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6730,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6731,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6732,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6733,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6734,Kepler-1709 b,894,9.93 Earths,11.642,2021
6735,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6736,Kepler-170 c,2409,8.55 Earths,14.344,2014
6737,Kepler-1710 b,996,10.3 Earths,12.695,2021
6738,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6739,Kepler-1712 b,510,5.83 Earths,14.946,2021
6740,Kepler-1713 b,963,3.59 Earths,11.065,2021
6741,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6742,Kepler-1715 b,1705,16 Earths,12.881,2021
6743,Kepler-1716 b,638,6.46 Earths,13.129,2021
6744,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6745,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6746,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6747,Kepler-171 b,2818,6.08 Earths,15.101,2014
6748,Kepler-171 c,2818,7.08 Earths,15.101,2014
6749,Kepler-171 d,2818,4.23 Earths,15.101,2014
6750,Kepler-169 f,1326,7.18 Earths,14.424,2014
6751,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6752,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6753,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6754,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6755,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6756,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6757,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6758,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6759,Kepler-1709 b,894,9.93 Earths,11.642,2021
6760,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6761,Kepler-170 c,2409,8.55 Earths,14.344,2014
6762,Kepler-1710 b,996,10.3 Earths,12.695,2021
6763,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6764,Kepler-1712 b,510,5.83 Earths,14.946,2021
6765,Kepler-1713 b,963,3.59 Earths,11.065,2021
6766,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6767,Kepler-1715 b,1705,16 Earths,12.881,2021
6768,Kepler-1716 b,638,6.46 Earths,13.129,2021
6769,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6770,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6771,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6772,Kepler-171 b,2818,6.08 Earths,15.101,2014
6773,Kepler-171 c,2818,7.08 Earths,15.101,2014
6774,Kepler-171 d,2818,4.23 Earths,15.101,2014
6775,Kepler-169 f,1326,7.18 Earths,14.424,2014
6776,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6777,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6778,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6779,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6780,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6781,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6782,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6783,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6784,Kepler-1709 b,894,9.93 Earths,11.642,2021
6785,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6786,Kepler-170 c,2409,8.55 Earths,14.344,2014
6787,Kepler-1710 b,996,10.3 Earths,12.695,2021
6788,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6789,Kepler-1712 b,510,5.83 Earths,14.946,2021
6790,Kepler-1713 b,963,3.59 Earths,11.065,2021
6791,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6792,Kepler-1715 b,1705,16 Earths,12.881,2021
6793,Kepler-1716 b,638,6.46 Earths,13.129,2021
6794,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6795,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6796,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6797,Kepler-171 b,2818,6.08 Earths,15.101,2014
6798,Kepler-171 c,2818,7.08 Earths,15.101,2014
6799,Kepler-171 d,2818,4.23 Earths,15.101,2014
6800,Kepler-169 f,1326,7.18 Earths,14.424,2014
6801,Kepler-16 b,245,0.333 Jupiters,12.144,2011
6802,Kepler-1700 b,2341,8.76 Earths,13.764,2020
6803,Kepler-1701 b,1905,5.57 Earths,14.722,2020
6804,Kepler-1702 b,2796,3.2 Earths,16.231,2020
6805,Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
6806,Kepler-1705 b,5328,4.47 Earths,15.8,2014
6807,Kepler-1705 c,5328,5.42 Earths,15.8,2021
6808,Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
6809,Kepler-1709 b,894,9.93 Earths,11.642,2021
6810,Kepler-170 b,2409,0.26 Jupiters,14.344,2014
6811,Kepler-170 c,2409,8.55 Earths,14.344,2014
6812,Kepler-1710 b,996,10.3 Earths,12.695,2021
6813,Kepler-1711 b,1925,4.36 Earths,13.298,2021
6814,Kepler-1712 b,510,5.83 Earths,14.946,2021
6815,Kepler-1713 b,963,3.59 Earths,11.065,2021
6816,Kepler-1714 b,1336,10.7 Earths,11.041,2021
6817,Kepler-1715 b,1705,16 Earths,12.881,2021
6818,Kepler-1716 b,638,6.46 Earths,13.129,2021
6819,Kepler-1717 b,3291,9.21 Earths,13.323,2021
6820,Kepler-1718 b,1225,7.12 Earths,12.821,2021
6821,Kepler-1719 b,2953,14.8 Earths,13.478,2021
6822,Kepler-171 b,2818,6.08 Earths,15.101,2014
6823,Kepler-171 c,2818,7.08 Earths,15.101,2014
6824,Kepler-171 d,2818,4.23 Earths,15.101,2014
6825,Kepler-1720 b,2053,10.4 Earths,14.822,2021
6826,Kepler-1721 b,2092,9.9 Earths,15.085,2021
6827,Kepler-1722 b,2519,8.58 Earths,14.997,2021
6828,Kepler-1723 b,2646,8.65 Earths,14.383,2021
6829,Kepler-1724 b,3460,8.43 Earths,14.961,2021
6830,Kepler-1725 b,1822,8.31 Earths,13.153,2021
6831,Kepler-1726 b,1274,6.84 Earths,13.851,2021
6832,Kepler-1727 b,2917,10.2 Earths,15.751,2021
6833,Kepler-1728 b,2126,9.04 Earths,15.279,2021
6834,Kepler-1729 b,1880,14.4 Earths,15.676,2021
6835,Kepler-172 b,2703,6.12 Earths,14.703,2014
6836,Kepler-172 c,2703,8.55 Earths,14.703,2014
6837,Kepler-172 d,2703,5.69 Earths,14.703,2014
6838,Kepler-172 e,2703,8.05 Earths,14.703,2014
6839,Kepler-1730 b,4655,18.4 Earths,15.478,2021
6840,Kepler-1731 b,554,8.92 Earths,12.742,2021
6841,Kepler-1732 b,4206,15.7 Earths,14.884,2021
6842,Kepler-1733 b,6787,12.8 Earths,15.612,2021
6843,Kepler-1734 b,4837,9.74 Earths,15.598,2021
6844,Kepler-1735 b,800,1.84 Earths,15.896,2021
6845,Kepler-1736 b,4665,14.3 Earths,14.808,2021
6846,Kepler-1737 b,,25.1 Earths,15.498,2021
6847,Kepler-1738 b,4250,8.37 Earths,15.649,2021
6848,Kepler-1739 b,2556,6.48 Earths,14.899,2021
6849,Kepler-173 b,2718,2.21 Earths,14.357,2014
6850,Kepler-1720 b,2053,10.4 Earths,14.822,2021
6851,Kepler-1721 b,2092,9.9 Earths,15.085,2021
6852,Kepler-1722 b,2519,8.58 Earths,14.997,2021
6853,Kepler-1723 b,2646,8.65 Earths,14.383,2021
6854,Kepler-1724 b,3460,8.43 Earths,14.961,2021
6855,Kepler-1725 b,1822,8.31 Earths,13.153,2021
6856,Kepler-1726 b,1274,6.84 Earths,13.851,2021
6857,Kepler-1727 b,2917,10.2 Earths,15.751,2021
6858,Kepler-1728 b,2126,9.04 Earths,15.279,2021
6859,Kepler-1729 b,1880,14.4 Earths,15.676,2021
6860,Kepler-172 b,2703,6.12 Earths,14.703,2014
6861,Kepler-172 c,2703,8.55 Earths,14.703,2014
6862,Kepler-172 d,2703,5.69 Earths,14.703,2014
6863,Kepler-172 e,2703,8.05 Earths,14.703,2014
6864,Kepler-1730 b,4655,18.4 Earths,15.478,2021
6865,Kepler-1731 b,554,8.92 Earths,12.742,2021
6866,Kepler-1732 b,4206,15.7 Earths,14.884,2021
6867,Kepler-1733 b,6787,12.8 Earths,15.612,2021
6868,Kepler-1734 b,4837,9.74 Earths,15.598,2021
6869,Kepler-1735 b,800,1.84 Earths,15.896,2021
6870,Kepler-1736 b,4665,14.3 Earths,14.808,2021
6871,Kepler-1737 b,,25.1 Earths,15.498,2021
6872,Kepler-1738 b,4250,8.37 Earths,15.649,2021
6873,Kepler-1739 b,2556,6.48 Earths,14.899,2021
6874,Kepler-173 b,2718,2.21 Earths,14.357,2014
6875,Kepler-175 c,4281,9.8 Earths,15.225,2014
6876,Kepler-1760 b,,5.86 Earths,14.472,2021
6877,Kepler-1761 b,722,2.51 Earths,15.619,2021
6878,Kepler-1762 b,5427,8.05 Earths,15.239,2021
6879,Kepler-1763 b,2468,1.59 Earths,13.634,2021
6880,Kepler-1764 b,5032,18.8 Earths,14.91,2021
6881,Kepler-1765 b,2494,6.78 Earths,15.04,2021
6882,Kepler-1766 b,1635,5.81 Earths,12.96,2021
6883,Kepler-1767 b,2676,9.34 Earths,16.206,2021
6884,Kepler-1768 b,2064,5.62 Earths,13.565,2021
6885,Kepler-1769 b,1430,18.2 Earths,12.487,2021
6886,Kepler-176 b,1720,2.63 Earths,14.767,2014
6887,Kepler-176 c,1720,23 Earths,14.767,2014
6888,Kepler-176 d,1720,15.2 Earths,14.767,2014
6889,Kepler-176 e,1720,2.7 Earths,14.767,2016
6890,Kepler-1770 b,1902,8.45 Earths,14.418,2021
6891,Kepler-1771 b,1845,15.5 Earths,13.802,2021
6892,Kepler-1772 b,2843,7.68 Earths,13.546,2021
6893,Kepler-1773 b,2222,12.1 Earths,13.085,2021
6894,Kepler-1774 b,2664,10.2 Earths,14.02,2021
6895,Kepler-1775 b,2143,12.9 Earths,13.429,2021
6896,Kepler-1776 b,2252,7.33 Earths,13.68,2021
6897,Kepler-1777 b,2020,5.19 Earths,14.112,2021
6898,Kepler-1778 b,4163,9.36 Earths,15.273,2021
6899,Kepler-1779 b,2964,9.44 Earths,15.132,2021
6900,Kepler-177 b,4682,5.84 Earths,15.171,2013
6901,Kepler-177 c,4682,14.7 Earths,15.171,2013
6902,Kepler-1780 b,2579,12.7 Earths,14.907,2021
6903,Kepler-1781 b,3140,6.26 Earths,15.713,2021
6904,Kepler-1782 b,997,5.6 Earths,13.875,2021
6905,Kepler-1783 b,861,2.3 Earths,13.309,2021
6906,Kepler-1784 b,2880,8.24 Earths,15.423,2021
6907,Kepler-1785 b,2433,7.77 Earths,14.245,2021
6908,Kepler-1786 b,2818,10.1 Earths,14.088,2021
6909,Kepler-1787 b,2540,5.99 Earths,14.564,2021
6910,Kepler-1788 b,1828,6.25 Earths,15.484,2021
6911,Kepler-1789 b,1995,8.4 Earths,14.449,2021
6912,Kepler-178 b,2336,8.75 Earths,14.876,2014
6913,Kepler-178 c,2336,8.65 Earths,14.876,2014
6914,Kepler-178 d,2336,14.8 Earths,14.876,2014
6915,Kepler-1790 b,3491,10 Earths,14.179,2021
6916,Kepler-1791 b,1964,9.91 Earths,13.529,2021
6917,Kepler-1792 b,1961,6.89 Earths,15.566,2021
6918,Kepler-1793 b,3881,13.8 Earths,15.949,2021
6919,Kepler-1794 b,1831,3.87 Earths,15.497,2021
6920,Kepler-1795 b,,3.4 Earths,16.188,2021
6921,Kepler-1796 b,2694,8 Earths,14.493,2021
6922,Kepler-1797 b,4366,9.58 Earths,15.421,2021
6923,Kepler-1798 b,1289,5.94 Earths,16.391,2021
6924,Kepler-1799 b,7355,15.9 Earths,15.99,2021
6925,Kepler-179 b,1976,3.33 Earths,14.772,2014
6926,Kepler-179 c,1976,4.66 Earths,14.772,2014
6927,Kepler-17 b,2351,2.45 Jupiters,14.314,2011
6928,Kepler-1800 b,1143,0.961 Earths,13.194,2021
6929,Kepler-1801 b,2738,7.8 Earths,15.28,2021
6930,Kepler-1802 b,2077,3.43 Earths,15.905,2021
6931,Kepler-1802 c,2077,6 Earths,15.905,2021
6932,Kepler-1804 b,1417,3.18 Earths,14.679,2021
6933,Kepler-1805 b,723,3 Earths,15.536,2021
6934,Kepler-1806 b,3190,6.15 Earths,16.173,2021
6935,Kepler-1807 b,4238,7.77 Earths,14.127,2021
6936,Kepler-1808 b,3334,9.4 Earths,15.424,2021
6937,Kepler-1809 b,1336,2.9 Earths,14.271,2021
6938,Kepler-180 b,2269,2.86 Earths,14.488,2014
6939,Kepler-180 c,2269,9.32 Earths,14.488,2014
6940,Kepler-1810 b,3294,14.6 Earths,15.4,2021
6941,Kepler-1811 b,4536,14.1 Earths,15.327,2021
6942,Kepler-1812 b,4597,6.01 Earths,15.631,2021
6943,Kepler-1813 b,,2.58 Earths,15.639,2021
6944,Kepler-1814 b,2369,6.21 Earths,15.814,2021
6945,Kepler-1815 b,3284,7.99 Earths,15.621,2021
6946,Kepler-1816 b,1428,4.53 Earths,14.734,2021
6947,Kepler-1817 b,2442,5.79 Earths,15.346,2021
6948,Kepler-1818 b,3375,3.58 Earths,14.514,2021
6949,Kepler-1819 b,4447,14.5 Earths,15.489,2021
6950,Kepler-183 c,3427,35.7 Earths,14.993,2014
6951,Kepler-1840 b,1674,8.13 Earths,15.192,2021
6952,Kepler-1841 b,2061,2.82 Earths,14.855,2021
6953,Kepler-1842 b,3013,6.14 Earths,14.746,2021
6954,Kepler-1843 b,2559,7.8 Earths,13.086,2021
6955,Kepler-1844 b,5886,9.46 Earths,15.995,2021
6956,Kepler-1845 b,2318,6.52 Earths,16.117,2021
6957,Kepler-1846 b,1222,3.76 Earths,14.412,2021
6958,Kepler-1847 b,5525,7.97 Earths,16.027,2021
6959,Kepler-1848 b,1010,2.57 Earths,13.887,2021
6960,Kepler-1849 b,2061,6.29 Earths,15.997,2021
6961,Kepler-184 b,1991,6.17 Earths,14.42,2014
6962,Kepler-184 c,1991,8.8 Earths,14.42,2014
6963,Kepler-184 d,1991,6.76 Earths,14.42,2014
6964,Kepler-1850 b,816,0.313 Earths,14.44,2021
6965,Kepler-1851 b,5186,14.5 Earths,15.699,2021
6966,Kepler-1852 b,2520,4.22 Earths,15.726,2021
6967,Kepler-1853 b,1834,2.92 Earths,15.229,2021
6968,Kepler-1854 b,1381,7.21 Earths,14.381,2021
6969,Kepler-1855 b,,1.96 Earths,16.556,2021
6970,Kepler-1856 b,2769,3.66 Earths,15.621,2021
6971,Kepler-1857 b,2783,4.5 Earths,14.36,2021
6972,Kepler-1858 b,2717,6.44 Earths,15.959,2021
6973,Kepler-1859 b,4343,3.13 Earths,15.178,2021
6974,Kepler-185 b,1522,1.71 Earths,14.562,2014
6975,Kepler-185 c,1522,4.74 Earths,14.562,2014
6976,Kepler-1860 b,1431,1.55 Earths,13.569,2021
6977,Kepler-1861 b,2707,5.5 Earths,13.709,2021
6978,Kepler-1862 b,4019,5.49 Earths,15.847,2021
6979,Kepler-1863 b,2823,5.74 Earths,13.64,2021
6980,Kepler-1864 b,975,0.353 Earths,12.123,2021
6981,Kepler-1865 b,3008,3.11 Earths,15.468,2021
6982,Kepler-1866 b,3186,4.99 Earths,14.418,2021
6983,Kepler-1867 b,2220,1.65 Earths,13.549,2021
6984,Kepler-1868 b,894,10.1 Earths,14.157,2021
6985,Kepler-1869 b,369,1.46 Earths,10.31,2021
6986,Kepler-186 b,579,1.24 Earths,15.138,2014
6987,Kepler-186 c,579,2.1 Earths,15.138,2014
6988,Kepler-186 d,579,2.54 Earths,15.138,2014
6989,Kepler-186 e,579,2.15 Earths,15.138,2014
6990,Kepler-186 f,579,1.71 Earths,15.138,2014
6991,Kepler-1870 b,1328,5.07 Earths,13.566,2021
6992,Kepler-1871 b,2788,6.44 Earths,14.822,2021
6993,Kepler-1872 b,2741,6.28 Earths,15.966,2021
6994,Kepler-1873 b,2678,3.28 Earths,15.889,2021
6995,Kepler-1874 b,1331,5.52 Earths,15.434,2021
6996,Kepler-1875 b,5416,10.5 Earths,15.201,2021
6997,Kepler-1876 b,848,0.905 Earths,10.793,2021
6998,Kepler-1877 b,931,0.179 Earths,12.29,2021
6999,Kepler-1878 b,4874,8.86 Earths,15.587,2021
7000,Kepler-1879 b,2046,4.92 Earths,12.825,2021
7001,Kepler-187 b,3728,2.57 Earths,14.297,2014
7002,Kepler-187 c,3728,7.61 Earths,14.297,2014
7003,Kepler-1880 b,1993,5.13 Earths,16.088,2021
7004,Kepler-1881 b,3449,9.17 Earths,15.898,2021
7005,Kepler-1882 b,1446,2.81 Earths,12.516,2021
7006,Kepler-1883 b,4494,10.6 Earths,15.642,2021
7007,Kepler-1884 b,4707,3.95 Earths,15.433,2021
7008,Kepler-1885 b,2670,2.89 Earths,14.851,2021
7009,Kepler-1886 b,3456,7.18 Earths,15.627,2021
7010,Kepler-1887 b,4456,8.88 Earths,15.955,2021
7011,Kepler-1888 b,1314,2.32 Earths,12.099,2021
7012,Kepler-1889 b,4551,8.98 Earths,15.715,2021
7013,Kepler-188 b,3159,3.46 Earths,14.719,2014
7014,Kepler-188 c,3159,10.3 Earths,14.719,2014
7015,Kepler-1890 b,1728,0.587 Earths,12.916,2021
7016,Kepler-1891 b,1945,2.93 Earths,14.412,2021
7017,Kepler-1892 b,2778,4.03 Earths,15.592,2021
7018,Kepler-1893 b,3427,3.55 Earths,15.152,2021
7019,Kepler-1894 b,3051,1.87 Earths,15.452,2021
7020,Kepler-1895 b,3210,5.14 Earths,15.787,2021
7021,Kepler-1896 b,5653,9.8 Earths,15.844,2021
7022,Kepler-1897 b,3207,8.32 Earths,16.01,2021
7023,Kepler-1898 b,1177,0.76 Earths,13.387,2021
7024,Kepler-1899 b,2321,3.02 Earths,16.136,2021
7025,Kepler-189 b,1930,1.92 Earths,14.971,2014
7026,Kepler-189 c,1930,22.7 Earths,14.971,2014
7027,Kepler-18 b,1413,6.9 Earths,13.771,2011
7028,Kepler-18 c,1413,17.3 Earths,13.771,2011
7029,Kepler-18 d,1413,16.4 Earths,13.771,2011
7030,Kepler-1900 b,5025,3.27 Earths,15.502,2021
7031,Kepler-1901 b,3355,2.77 Earths,15.097,2021
7032,Kepler-1902 b,1123,1.74 Earths,16.113,2021
7033,Kepler-1903 b,5791,5.85 Earths,15.456,2021
7034,Kepler-1904 b,884,2.51 Earths,16.367,2021
7035,Kepler-1905 b,3430,2.69 Earths,15.086,2021
7036,Kepler-1906 b,4438,8.13 Earths,15.322,2021
7037,Kepler-1907 b,953,0.589 Earths,13.989,2021
7038,Kepler-1907 c,953,1.63 Earths,13.989,2021
7039,Kepler-1909 b,2491,1.33 Earths,15.933,2021
7040,Kepler-190 b,1414,3.05 Earths,14.336,2014
7041,Kepler-190 c,1414,2.73 Earths,14.336,2014
7042,Kepler-1910 b,,1.78 Earths,16.092,2021
7043,Kepler-1911 b,880,1.01 Earths,12.245,2021
7044,Kepler-1912 b,969,2.41 Earths,12.36,2021
7045,Kepler-1913 b,2858,2.92 Earths,14.814,2021
7046,Kepler-1914 b,5290,8.97 Earths,15.911,2021
7047,Kepler-1915 b,4941,10.4 Earths,16.261,2021
7048,Kepler-1916 b,6706,7.35 Earths,15.779,2021
7049,Kepler-1917 b,2965,4.23 Earths,15.474,2021
7050,Kepler-1918 b,3360,5.89 Earths,15.533,2021
7051,Kepler-1919 b,3841,7.38 Earths,16.161,2021
7052,Kepler-191 b,1939,2.36 Earths,14.987,2014
7053,Kepler-191 c,1939,4.12 Earths,14.987,2014
7054,Kepler-191 d,1939,5.82 Earths,14.987,2016
7055,Kepler-1920 b,2890,9.03 Earths,14.392,2021
7056,Kepler-1921 b,3030,8.72 Earths,13.103,2021
7057,Kepler-1922 b,4385,5.86 Earths,15.388,2021
7058,Kepler-1923 b,3232,4.5 Earths,14.454,2021
7059,Kepler-1924 b,6233,7.53 Earths,15.084,2021
7060,Kepler-1925 b,5778,9.28 Earths,15.382,2021
7061,Kepler-1926 b,2177,5.97 Earths,15.8,2021
7062,Kepler-1927 b,3559,11.5 Earths,13.312,2021
7063,Kepler-1928 b,1065,4.63 Earths,12.679,2021
7064,Kepler-1929 b,1658,9.65 Earths,11.788,2021
7065,Kepler-192 b,2126,7.95 Earths,14.308,2014
7066,Kepler-192 c,2126,8.2 Earths,14.308,2014
7067,Kepler-192 d,2126,1.04 Earths,14.308,2016
7068,Kepler-1930 b,899,2.95 Earths,13.447,2021
7069,Kepler-1931 b,2023,7.53 Earths,12.671,2021
7070,Kepler-1932 b,2328,2.91 Earths,15.286,2021
7071,Kepler-1933 b,1070,1.76 Earths,12.81,2021
7072,Kepler-1934 b,1398,0.702 Earths,12.874,2021
7073,Kepler-1935 b,2951,6.82 Earths,14.522,2021
7074,Kepler-1936 b,2842,10.2 Earths,13.393,2021
7075,Kepler-1918 b,3360,5.89 Earths,15.533,2021
7076,Kepler-1919 b,3841,7.38 Earths,16.161,2021
7077,Kepler-191 b,1939,2.36 Earths,14.987,2014
7078,Kepler-191 c,1939,4.12 Earths,14.987,2014
7079,Kepler-191 d,1939,5.82 Earths,14.987,2016
7080,Kepler-1920 b,2890,9.03 Earths,14.392,2021
7081,Kepler-1921 b,3030,8.72 Earths,13.103,2021
7082,Kepler-1922 b,4385,5.86 Earths,15.388,2021
7083,Kepler-1923 b,3232,4.5 Earths,14.454,2021
7084,Kepler-1924 b,6233,7.53 Earths,15.084,2021
7085,Kepler-1925 b,5778,9.28 Earths,15.382,2021
7086,Kepler-1926 b,2177,5.97 Earths,15.8,2021
7087,Kepler-1927 b,3559,11.5 Earths,13.312,2021
7088,Kepler-1928 b,1065,4.63 Earths,12.679,2021
7089,Kepler-1929 b,1658,9.65 Earths,11.788,2021
7090,Kepler-192 b,2126,7.95 Earths,14.308,2014
7091,Kepler-192 c,2126,8.2 Earths,14.308,2014
7092,Kepler-192 d,2126,1.04 Earths,14.308,2016
7093,Kepler-1930 b,899,2.95 Earths,13.447,2021
7094,Kepler-1931 b,2023,7.53 Earths,12.671,2021
7095,Kepler-1932 b,2328,2.91 Earths,15.286,2021
7096,Kepler-1933 b,1070,1.76 Earths,12.81,2021
7097,Kepler-1934 b,1398,0.702 Earths,12.874,2021
7098,Kepler-1935 b,2951,6.82 Earths,14.522,2021
7099,Kepler-1936 b,2842,10.2 Earths,13.393,2021
7100,Kepler-1918 b,3360,5.89 Earths,15.533,2021
7101,Kepler-1919 b,3841,7.38 Earths,16.161,2021
7102,Kepler-191 b,1939,2.36 Earths,14.987,2014
7103,Kepler-191 c,1939,4.12 Earths,14.987,2014
7104,Kepler-191 d,1939,5.82 Earths,14.987,2016
7105,Kepler-1920 b,2890,9.03 Earths,14.392,2021
7106,Kepler-1921 b,3030,8.72 Earths,13.103,2021
7107,Kepler-1922 b,4385,5.86 Earths,15.388,2021
